id,husband_id,wife_id,in_service
5786,2949,,out_of_service
5787,2950,3324,in_service
5788,2951,,in_service
5789,2952,3325,out_of_service
5791,2954,,out_of_service
5792,2955,,out_of_service
5794,2957,,in_service
5795,2958,,in_service
5796,2959,,out_of_service
5798,2961,,out_of_service
5799,2962,,out_of_service
5800,2963,,out_of_service
5802,2965,,in_service
5803,2966,,out_of_service
5804,2967,,in_service
5806,2969,,in_service
5807,2970,,in_service
5808,2971,3029,out_of_service
5809,2972,,out_of_service
5810,2973,,out_of_service
5811,2974,,out_of_service
5812,2975,3030,in_service
5813,2976,3326,out_of_service
5815,2978,,out_of_service
5816,2979,,out_of_service
5817,2980,,in_service
5818,2981,,in_service
5819,2982,,out_of_service
5820,2983,,out_of_service
5821,2984,,out_of_service
5822,2985,,out_of_service
5823,2986,,out_of_service
5824,2987,,in_service
5825,2988,,out_of_service
5826,3032,3102,in_service
5827,3033,3103,out_of_service
5828,3034,3104,in_service
5829,3035,3105,in_service
5830,3036,3106,in_service
5831,3037,3107,in_service
5832,3038,3108,in_service
5833,3039,3109,in_service
5834,3040,3110,in_service
5835,3041,3111,in_service
5836,3042,3112,in_service
5837,3043,3113,in_service
5838,3044,3114,in_service
5840,3046,3116,in_service
5841,3047,3117,in_service
5842,3048,3118,in_service
5843,3049,3119,out_of_service
5844,3050,3120,out_of_service
5845,3051,3121,in_service
5846,3052,3122,out_of_service
5847,3053,3123,in_service
5848,3054,3124,out_of_service
5849,3055,3125,out_of_service
5850,3056,3126,out_of_service
5851,3057,3127,out_of_service
5852,3058,3128,out_of_service
5853,3059,3129,out_of_service
5854,3060,3130,out_of_service
5855,3061,3131,out_of_service
5856,3062,3132,out_of_service
5857,3063,3133,out_of_service
5858,3064,3134,in_service
5859,3065,3135,out_of_service
6024,,3138,out_of_service
6025,,3139,in_service
6026,,3140,in_service
6027,,3141,in_service
6029,,3143,in_service
6030,,3144,in_service
6031,,3145,out_of_service
6032,,3146,out_of_service
6033,,3147,out_of_service
6034,,3148,out_of_service
6035,,3149,out_of_service
6036,,3150,out_of_service
6037,,3151,out_of_service
6038,,3152,out_of_service
6040,,3154,out_of_service
6041,,3155,out_of_service
6042,,3156,in_service
6043,,3157,out_of_service
6044,,3158,out_of_service
6045,,3159,out_of_service
6046,,3160,out_of_service
6047,,3161,out_of_service
6048,,3162,out_of_service
6050,,3164,out_of_service
6051,,3165,out_of_service
6052,,3166,in_service
6053,,3167,out_of_service
6055,,3169,in_service
6056,,3170,out_of_service
6057,,3171,out_of_service
6058,,3172,out_of_service
6059,,3173,in_service
6060,,3174,out_of_service
6062,,3176,out_of_service
6063,,3177,out_of_service
6064,,3178,out_of_service
6065,,3179,out_of_service
6067,,3181,out_of_service
6068,,3182,out_of_service
6069,,3183,out_of_service
6070,,3184,out_of_service
6071,,3185,out_of_service
6073,,3187,out_of_service
6074,,3188,out_of_service
6075,,3189,out_of_service
6076,,3190,out_of_service
6077,,3191,out_of_service
6078,,3192,out_of_service
6080,,3194,out_of_service
6081,,3195,out_of_service
6082,,3196,out_of_service
6083,,3197,out_of_service
6084,,3198,out_of_service
6085,,3199,out_of_service
6086,,3200,out_of_service
6087,,3201,out_of_service
6088,,3202,out_of_service
6089,,3203,out_of_service
6090,,3204,out_of_service
6091,,3205,out_of_service
6092,,3206,out_of_service
6093,,3207,out_of_service
6094,,3208,out_of_service
6095,,3209,out_of_service
6096,,3210,out_of_service
6098,,3212,out_of_service
6099,,3213,out_of_service
6100,,3214,out_of_service
6101,,3215,out_of_service
6102,,3216,out_of_service
6103,,3217,out_of_service
6138,3262,3256,in_service
6139,3263,3257,out_of_service
6140,3264,3258,in_service
6141,,3259,in_service
6142,3265,3260,in_service
6143,3266,3261,in_service
6144,,3289,out_of_service
6145,,3290,out_of_service
6146,3291,,out_of_service
6147,3293,3327,out_of_service
6148,3294,3329,out_of_service
6149,3295,3330,out_of_service
6150,3296,3331,in_service
6151,3297,3332,out_of_service
6152,3298,3333,out_of_service
6153,3299,3334,out_of_service
6155,3608,,out_of_service
6156,3609,,out_of_service
6157,3610,,out_of_service
6158,3611,,out_of_service
6159,3612,,out_of_service
6160,3613,3911,out_of_service
6161,3614,,out_of_service
6162,3615,,out_of_service
6163,3616,,out_of_service
6164,3617,,out_of_service
6165,3618,,out_of_service
6166,3619,,out_of_service
6167,3620,,in_service
6168,3621,,out_of_service
6169,3622,,out_of_service
6170,3623,,in_service
6171,3624,,in_service
6172,3625,,out_of_service
6173,3626,,in_service
6180,3931,3932,out_of_service
